ID,iso3,alloc_key,cell5m,x,y,"bean, common",cacao,cassava,chick pea,coconut,coffee arabica,coffee robusta,cowpea,groundnut,lentil,maize,pearl millet,pigeon pea,plantain bananas,potato,sesame seed,sorghum (med. altitude),soyabean,sugar beet,sunflower,sweet potato,tea,tobacco,"wheat, common"
12,KEN,10312604,4452203,36.95833333,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,KEN,10312605,4452204,37.04166667,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,KEN,10312650,4452249,40.79166667,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,KEN,10312651,4452250,40.875,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,KEN,10312652,4452251,40.95833333,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,KEN,10322646,4456565,40.45833333,4.041666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,KEN,10322647,4456566,40.54166667,4.041666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,KEN,10322651,4456570,40.875,4.041666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,KEN,10322652,4456571,40.95833333,4.041666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,KEN,10322653,4456572,41.04166667,4.041666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,KEN,10332570,4460809,34.125,3.958333333,0.461538464,0,0,0.046153847,0,0,0,0,0,0.261538476,0.5448277,0.231250048,0.407407403,0,0.169491529,0.017857144,0.580645144,0,0,0.046153847,0,0,0,0.16883117
23,KEN,10332647,4460886,40.54166667,3.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,KEN,10332651,4460890,40.875,3.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,KEN,10332652,4460891,40.95833333,3.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,KEN,10332653,4460892,41.04166667,3.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,KEN,10332654,4460893,41.125,3.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,KEN,10332659,4460898,41.54166667,3.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,KEN,10332660,4460899,41.625,3.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,KEN,10332661,4460900,41.70833333,3.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,KEN,10332662,4460901,41.79166667,3.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,KEN,10342571,4465130,34.20833333,3.875,0.446153879,0,0,0.046153847,0,0,0,0,0,0.261538476,0.465517253,0.1953125,0.407407403,0,0.169491529,0.007142884,0.580645144,0,0,0.046153847,0,0,0,0.16883117
33,KEN,10342599,4465158,36.54166667,3.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,KEN,10342644,4465203,40.29166667,3.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,KEN,10342651,4465210,40.875,3.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,KEN,10342655,4465214,41.20833333,3.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,KEN,10342662,4465221,41.79166667,3.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,KEN,10352571,4469450,34.20833333,3.791666666,0.56410259,0,0,0.130769238,0,0,0,0,0,0.346153855,0.5,0.2109375,0.611111104,0,0.262711853,0.089285716,0.758064508,0,0,0.130769238,0,0,0,0.240259737
39,KEN,10362574,4473773,34.45833333,3.708333333,0.187179461,0,0,0,0,0,0,0,0,0,0.060344826,0.01171875,0,0,0,0,0.016129032,0,0,0,0,0,0,0
40,KEN,10362639,4473838,39.875,3.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,KEN,10362640,4473839,39.95833333,3.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,KEN,10362641,4473840,40.04166667,3.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,KEN,10372574,4478093,34.45833333,3.625,0.279487163,0,0,0,0,0,0,0,0,0.096923068,0.172413796,0.0625,0.011111083,0,0,0,0.23548384,0,0,0,0,0,0,0.029870121
44,KEN,10372623,4478142,38.54166667,3.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,KEN,10372638,4478157,39.79166667,3.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,KEN,10372639,4478158,39.875,3.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,KEN,10372641,4478160,40.04166667,3.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,KEN,10372658,4478177,41.45833333,3.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,KEN,10382574,4482413,34.45833333,3.541666666,0.358974367,0,0,0,0,0,0,0,0,0.146153852,0.096551701,0.028124988,0.129629627,0,0.042372882,0,0.338709682,0,0,0,0,0,0,0.071428575
50,KEN,10382624,4482463,38.625,3.541666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,KEN,10382625,4482464,38.70833333,3.541666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,KEN,10382639,4482478,39.875,3.541666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,KEN,10382640,4482479,39.95833333,3.541666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,KEN,10382651,4482490,40.875,3.541666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,KEN,10392628,4486787,38.95833333,3.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,KEN,10392629,4486788,39.04166667,3.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,KEN,10392630,4486789,39.125,3.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,KEN,10392631,4486790,39.20833333,3.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,KEN,10392632,4486791,39.29166667,3.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,KEN,10392633,4486792,39.375,3.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,KEN,10392634,4486793,39.45833333,3.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,KEN,10392639,4486798,39.875,3.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,KEN,10392640,4486799,39.95833333,3.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,KEN,10392642,4486801,40.125,3.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,KEN,10392643,4486802,40.20833333,3.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,KEN,10402574,4491053,34.45833333,3.375,0.488461554,0,0,0,0,0,0,0,0,0.204615369,0.1827586,0.067187488,0.270370334,0,0.10677965,0.036607165,0.4612903,0,0,0,0,0,0,0.120779209
67,KEN,10402633,4491112,39.375,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,KEN,10402634,4491113,39.45833333,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,KEN,10402635,4491114,39.54166667,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,KEN,10402636,4491115,39.625,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,KEN,10402638,4491117,39.79166667,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,KEN,10402639,4491118,39.875,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,KEN,10402640,4491119,39.95833333,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,KEN,10402641,4491120,40.04166667,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,KEN,10402643,4491122,40.20833333,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,KEN,10402657,4491136,41.375,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,KEN,10402658,4491137,41.45833333,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,KEN,10412574,4495373,34.45833333,3.291666666,0.51025641,0,0,0.058461528,0,0,0,0,0,0.273846149,0.337931007,0.137499988,0.437037021,0,0.183050841,0.051785707,0.606451571,0,0,0.058461528,0,0,0,0.179220766
79,KEN,10412612,4495411,37.625,3.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,KEN,10412634,4495433,39.45833333,3.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,KEN,10412635,4495434,39.54166667,3.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,KEN,10412636,4495435,39.625,3.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,KEN,10412645,4495444,40.375,3.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,KEN,10422574,4499693,34.45833333,3.208333333,0.571794927,0,0,0.143076971,0,0,0,0,0,0.358461589,0.527586341,0.223437548,0.640740871,0,0.276271224,0.094642878,0.783871055,0,0,0.143076971,0,0,0,0.250649393
85,KEN,10422644,4499763,40.29166667,3.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,KEN,10422645,4499764,40.375,3.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,KEN,10422651,4499770,40.875,3.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,KEN,10422654,4499773,41.125,3.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,KEN,10422655,4499774,41.20833333,3.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,KEN,10432575,4504014,34.54166667,3.125,0.558974385,0,0,0.073846139,0,0,0,0,0,0.289230764,0.372413754,0.153124988,0.474074036,0,0.199999988,0.085714303,0.638709664,0,0,0.073846139,0,0,0,0.192207783
91,KEN,10432587,4504026,35.54166667,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,KEN,10432588,4504027,35.625,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,KEN,10432589,4504028,35.70833333,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,KEN,10432590,4504029,35.79166667,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,KEN,10432591,4504030,35.875,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,KEN,10432612,4504051,37.625,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,KEN,10432638,4504077,39.79166667,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,KEN,10432643,4504082,40.20833333,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,KEN,10432647,4504086,40.54166667,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,KEN,10432654,4504093,41.125,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,KEN,10432655,4504094,41.20833333,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,KEN,10432656,4504095,41.29166667,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,KEN,10442586,4508345,35.45833333,3.041666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,KEN,10442587,4508346,35.54166667,3.041666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,KEN,10442633,4508392,39.375,3.041666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,KEN,10442646,4508405,40.45833333,3.041666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,KEN,10442647,4508406,40.54166667,3.041666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,KEN,10442654,4508413,41.125,3.041666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,KEN,10452576,4512655,34.625,2.958333333,0.57435894,0,0,0.01230768,0,0,0,0,0,0.227692291,0.234482735,0.090624988,0.325925887,0,0.13220337,0.096428566,0.50967741,0,0,0.01230768,0,0,0,0.140259728
110,KEN,10452585,4512664,35.375,2.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,KEN,10452586,4512665,35.45833333,2.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,KEN,10452594,4512673,36.125,2.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,KEN,10452634,4512713,39.45833333,2.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,KEN,10452635,4512714,39.54166667,2.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,KEN,10452636,4512715,39.625,2.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,KEN,10452642,4512721,40.125,2.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,KEN,10452646,4512725,40.45833333,2.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,KEN,10462585,4516984,35.375,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,KEN,10462634,4517033,39.45833333,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,KEN,10462635,4517034,39.54166667,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,KEN,10462650,4517049,40.79166667,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,KEN,10462652,4517051,40.95833333,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,KEN,10472585,4521304,35.375,2.791666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,KEN,10472603,4521322,36.875,2.791666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,KEN,10472604,4521323,36.95833333,2.791666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,KEN,10472606,4521325,37.125,2.791666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,KEN,10472630,4521349,39.125,2.791666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,KEN,10472631,4521350,39.20833333,2.791666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,KEN,10472633,4521352,39.375,2.791666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,KEN,10472634,4521353,39.45833333,2.791666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,KEN,10472651,4521370,40.875,2.791666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,KEN,10472652,4521371,40.95833333,2.791666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,KEN,10482585,4525624,35.375,2.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,KEN,10482595,4525634,36.20833333,2.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,KEN,10482603,4525642,36.875,2.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,KEN,10482604,4525643,36.95833333,2.708333333,0.115384616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,KEN,10482623,4525662,38.54166667,2.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,KEN,10482624,4525663,38.625,2.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,KEN,10482633,4525672,39.375,2.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,KEN,10482634,4525673,39.45833333,2.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,KEN,10482635,4525674,39.54166667,2.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,KEN,10482649,4525688,40.70833333,2.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,KEN,10482652,4525691,40.95833333,2.708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,KEN,10492585,4529944,35.375,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,KEN,10492603,4529962,36.875,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,KEN,10492604,4529963,36.95833333,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,KEN,10492605,4529964,37.04166667,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,KEN,10492635,4529994,39.54166667,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,KEN,10492649,4530008,40.70833333,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,KEN,10492650,4530009,40.79166667,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,KEN,10502585,4534264,35.375,2.541666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,KEN,10502603,4534282,36.875,2.541666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,KEN,10502604,4534283,36.95833333,2.541666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,KEN,10502648,4534327,40.625,2.541666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,KEN,10512580,4538579,34.95833333,2.458333333,0.632051289,0,0,0,0,0,0,0,0,0.15384616,0.07931032,0.020312488,0.148148149,0,0.050847456,0.13660714,0.354838699,0,0,0,0,0,0,0.077922076
156,KEN,10512585,4538584,35.375,2.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,KEN,10512652,4538651,40.95833333,2.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,KEN,10522581,4542900,35.04166667,2.375,0.984615386,0,0.053703696,0.315384626,0,0,0,0.202380955,0,0.530769229,0.913793087,0.3984375,1,0,0.466101706,0.382142842,0.682142854,0,0,0.315384626,0,0,0.011111111,0.396103889
159,KEN,10522585,4542904,35.375,2.375,0.080769271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,KEN,10522586,4542905,35.45833333,2.375,0.071794905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,KEN,10522595,4542914,36.20833333,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,KEN,10522611,4542930,37.54166667,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,KEN,10522616,4542935,37.95833333,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,KEN,10522617,4542936,38.04166667,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,KEN,10522618,4542937,38.125,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,KEN,10522652,4542971,40.95833333,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,KEN,10532580,4547219,34.95833333,2.291666666,0.997435868,0,0.088888876,0.296923131,0,0,0,0.173809603,0,0.512307763,0.872413874,0.379687548,1,0,0.445762753,0.391071409,0.728571475,0,0,0.296923131,0,0,0,0.380519509
168,KEN,10532585,4547224,35.375,2.291666666,0.155128241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,KEN,10532586,4547225,35.45833333,2.291666666,0.164102554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,KEN,10532594,4547233,36.125,2.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,KEN,10532595,4547234,36.20833333,2.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,KEN,10532604,4547243,36.95833333,2.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,KEN,10532605,4547244,37.04166667,2.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,KEN,10532615,4547254,37.875,2.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,KEN,10532616,4547255,37.95833333,2.291666666,0.148717925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,KEN,10532617,4547256,38.04166667,2.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,KEN,10532618,4547257,38.125,2.291666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,KEN,10542580,4551539,34.95833333,2.208333333,0.805128217,0,0,0.189230815,0,0,0,0.00714293,0,0.404615432,0.631034613,0.270312548,0.751851976,0,0.327118695,0.257142872,0.764285743,0,0,0.189230815,0,0,0,0.289610416
